x1,y1,x2,y2
5.8757257248,5.33295767371,-2.30800209678,-9.7257316012
3.50302906325,6.89204855585,-3.83164340199,-5.48861575636
1.86433797931,1.37771190585,-3.17209644105,-5.2086477419
8.15922452872,3.70201022557,-5.66339192788,-9.70933222425
5.3253915534,6.09237797231,-6.07008686371,-5.72298643949
6.29433613632,5.36672491911,-5.76654546121,-4.69372009729
5.95103681046,7.35510356524,-9.24249480706,-10.348059991
7.73111570253,3.61098203683,-8.41858757003,-1.41013479685
3.49682465841,4.79638848236,-4.84055342106,-6.33984831696
6.22823270772,5.77014239776,-5.85649733983,-5.76829762307
5.81194646992,4.5879086801,-7.13689959286,-4.90779971838
4.64212436648,4.814959289,-3.09949011069,-3.29202535864
5.94175103491,5.63625500008,-8.3023440994,-5.88830677985
3.80493511917,7.51640064749,-7.85547318774,-3.86740120665
5.07504306095,1.90699472755,-7.24378366751,-4.58304022667
6.19408496945,4.96653778279,-4.50417580914,-4.59143184929
6.41501194416,6.59240425899,-6.31789947938,-3.62970455536
4.60447970322,5.69513616223,-4.24530975793,-3.54058326961
1.46110629457,5.40241121909,-5.35951947724,-5.05436004429
5.09292478875,5.62663838836,-4.21084439241,-3.8565941995
6.53632647398,5.52103575694,-3.69676219024,-6.18086964996
4.55142669027,3.04355430779,-4.17338429228,-4.09343333164
7.4490532491,7.78916743514,-6.04697394816,-4.70075236646
4.70593323469,3.39447544769,-6.08793684906,-4.71151206521
5.39935897232,3.24274388525,-4.66703163957,-3.23844320716
5.97723921463,4.52120030264,-5.17513239658,-9.55771922014
2.30289835217,7.78444205087,-6.90640177929,-3.57612079521
6.18217372715,5.61783601316,-6.84301570173,-1.51361724868
4.14085274201,9.52457100447,-8.66340326258,-8.0497069214
5.49855691277,4.73641824141,-4.50163608062,-3.98944895303
9.5942982342,7.80795710112,-2.55640142297,-6.87061299639
4.62846424483,3.90566753292,-1.6946278446,-5.63017359745
4.52821344564,3.73907610305,-3.80291779353,-4.4083302138
4.85295977424,3.86627900903,-3.64759202521,-4.7777485068
3.81353874872,9.51314185067,-0.923794074736,-4.60600540657
7.14631130911,0.749410123732,-2.23972759571,-2.35393221193
4.54437867116,-0.522191853897,-6.01662776556,-4.63308012034
4.33852759856,3.56087929779,-3.84115271371,-6.31490371808
5.93018366055,5.46683590424,-5.30655363099,-5.42772832073
5.82611300969,0.422732355828,-5.62057762819,-8.75545512517
4.89333213513,3.34314632663,-9.12082318456,-5.37581825855
6.17948786365,6.91403247157,0.0153516607224,-3.07910824575
2.37269070975,2.37825269523,-2.44154916462,-3.67216186082
3.79588569856,8.20926443992,-8.38116060344,-4.14172957965
9.53267045445,3.43794839503,-5.58389267401,-2.06101275243
6.98653136121,2.39952981505,-5.46978148931,-5.84942720272
9.4140036705,3.49778136181,-6.79018407271,-6.46456784072
8.85347561845,2.78457562752,-1.46438808215,-8.11189190116
5.18781441565,3.3220559963,-0.707709398568,-4.14260683091
9.56306457763,2.80356664444,-5.4163079557,-5.66241359017
